dataset,interaction_id,claude,gemini,gpt,judge_mean
kmi,kmi_710,2.7,3.0,2.8,2.8333333333333335
kmi,kmi_712,3.2,3.2,3.4,3.266666666666667
kmi,kmi_72,2.3,2.0,2.75,2.35
kmi,kmi_720,2.8,2.6,3.1,2.8333333333333335
kmi,kmi_727,2.8,3.3,3.15,3.0833333333333335
kmi,kmi_731,2.7,1.9,3.0,2.533333333333333
kmi,kmi_736,2.4,2.4,3.05,2.6166666666666667
kmi,kmi_738,2.8,2.8,3.0,2.8666666666666667
kmi,kmi_742,2.6,2.3,2.75,2.5500000000000003
kmi,kmi_744,2.7,3.1,3.2,3.0
kmi,kmi_750,3.2,2.5,3.15,2.9499999999999997
kmi,kmi_753,2.3,2.4,2.85,2.516666666666666
kmi,kmi_761,2.4,2.5,3.1,2.6666666666666665
kmi,kmi_765,2.4,2.6,3.15,2.716666666666667
kmi,kmi_775,2.5,1.8,2.85,2.3833333333333333
kmi,kmi_778,2.7,2.5,3.25,2.8166666666666664
kmi,kmi_784,2.6,2.7,2.9,2.733333333333334
kmi,kmi_791,2.4,1.9,2.75,2.35
kmi,kmi_792,2.7,2.4,3.2,2.766666666666667
kmi,kmi_795,2.3,1.9,2.7,2.3
kmi,kmi_798,2.3,2.4,3.15,2.6166666666666667
kmi,kmi_8,2.1,2.0,2.35,2.15
kmi,kmi_801,2.4,1.9,2.7,2.3333333333333335
kmi,kmi_814,2.6,3.0,3.25,2.9499999999999997
kmi,kmi_820,2.4,1.9,2.95,2.4166666666666665
kmi,kmi_821,2.4,2.4,2.95,2.5833333333333335
kmi,kmi_823,2.1,2.0,3.1,2.4
kmi,kmi_826,2.3,1.9,2.75,2.3166666666666664
kmi,kmi_834,2.5,2.2,2.7,2.466666666666667
kmi,kmi_839,2.7,2.5,3.2,2.8000000000000003
kmi,kmi_848,2.8,3.1,3.45,3.116666666666667
kmi,kmi_859,2.2,2.1,2.9,2.4000000000000004
kmi,kmi_865,2.3,2.3,2.95,2.5166666666666666
kmi,kmi_868,2.3,1.9,2.8,2.333333333333333
kmi,kmi_87,2.4,2.4,3.15,2.65
kmi,kmi_870,2.4,2.4,2.9,2.5666666666666664
kmi,kmi_877,2.7,2.5,3.1,2.766666666666667
kmi,kmi_878,2.6,2.5,3.2,2.766666666666667
kmi,kmi_88,2.3,2.5,2.6,2.466666666666667
kmi,kmi_881,2.8,3.1,3.25,3.0500000000000003
kmi,kmi_882,2.6,2.3,3.2,2.7000000000000006
kmi,kmi_893,2.7,1.9,2.85,2.483333333333333
kmi,kmi_898,2.5,2.3,3.2,2.6666666666666665
kmi,kmi_9,2.5,2.6,3.05,2.7166666666666663
kmi,kmi_900,1.9,1.6,2.3,1.9333333333333333
kmi,kmi_902,2.3,2.1,2.4,2.266666666666667
kmi,kmi_904,2.5,2.8,3.2,2.8333333333333335
kmi,kmi_908,2.3,2.5,3.25,2.6833333333333336
kmi,kmi_916,2.4,2.0,2.8,2.4
kmi,kmi_920,2.4,2.9,2.6,2.6333333333333333
kmi,kmi_921,2.6,3.1,3.4,3.033333333333333
kmi,kmi_924,2.7,2.0,3.05,2.5833333333333335
kmi,kmi_932,2.2,2.1,2.6,2.3000000000000003
kmi,kmi_937,2.7,2.5,3.1,2.766666666666667
kmi,kmi_944,2.6,2.7,3.05,2.7833333333333337
kmi,kmi_955,2.3,2.0,2.4,2.233333333333333
kmi,kmi_956,2.6,2.4,3.15,2.716666666666667
kmi,kmi_959,2.6,2.85,3.3,2.9166666666666665
kmi,kmi_981,2.6,2.6,3.2,2.8000000000000003
kmi,kmi_982,2.6,2.7,3.15,2.816666666666667
kmi,kmi_985,2.8,2.5,3.4,2.9
kmi,kmi_986,2.7,2.5,3.15,2.783333333333333
kmi,kmi_994,2.4,2.1,2.8,2.433333333333333
kmi,kmi_997,2.5,2.0,3.1,2.533333333333333
kokorochat,kokorochat_1021,2.8,2.4,3.25,2.8166666666666664
kokorochat,kokorochat_1044,2.7,3.0,2.9,2.8666666666666667
kokorochat,kokorochat_1048,2.8,3.1,2.95,2.9500000000000006
kokorochat,kokorochat_1049,2.85,2.5,3.1,2.8166666666666664
kokorochat,kokorochat_1053,2.45,1.8,2.9,2.3833333333333333
kokorochat,kokorochat_1059,2.65,1.4,2.45,2.1666666666666665
kokorochat,kokorochat_1088,3.0,3.2,2.65,2.9499999999999997
kokorochat,kokorochat_1097,1.75,2.5,2.2,2.15
kokorochat,kokorochat_115,3.15,1.6,3.0,2.5833333333333335
kokorochat,kokorochat_1462,3.35,3.2,3.3,3.2833333333333337
kokorochat,kokorochat_1479,2.8,2.6,3.0,2.8000000000000003
kokorochat,kokorochat_1514,3.2,3.0,3.5,3.233333333333333
kokorochat,kokorochat_1521,3.05,2.9,3.3,3.0833333333333335
kokorochat,kokorochat_1526,3.2,2.8,3.35,3.1166666666666667
kokorochat,kokorochat_1536,2.85,1.8,3.1,2.5833333333333335
kokorochat,kokorochat_1572,3.3,2.8,3.5,3.1999999999999997
kokorochat,kokorochat_1685,3.5,3.6,3.65,3.5833333333333335
kokorochat,kokorochat_1697,3.3,3.0,3.45,3.25
kokorochat,kokorochat_1722,3.35,3.7,3.5,3.516666666666667
kokorochat,kokorochat_1773,3.7,4.2,3.75,3.8833333333333333
kokorochat,kokorochat_2020,3.45,3.0,3.65,3.3666666666666667
kokorochat,kokorochat_2037,3.45,3.8,3.7,3.65
kokorochat,kokorochat_2109,3.0,2.0,2.8,2.6
kokorochat,kokorochat_2126,3.8,4.9,3.6,4.1
kokorochat,kokorochat_2132,3.3,2.1,2.4,2.6
kokorochat,kokorochat_2207,2.6,1.6,1.95,2.0500000000000003
kokorochat,kokorochat_2347,3.5,3.1,2.9,3.1666666666666665
kokorochat,kokorochat_2370,2.4,1.0,2.55,1.9833333333333332
kokorochat,kokorochat_2382,3.1,2.0,2.95,2.6833333333333336
kokorochat,kokorochat_2435,3.15,3.0,3.45,3.2000000000000006
kokorochat,kokorochat_2452,2.7,2.0,3.0,2.566666666666667
kokorochat,kokorochat_2466,3.1,2.9,3.15,3.0500000000000003
kokorochat,kokorochat_2491,3.5,3.5,3.7,3.5666666666666664
kokorochat,kokorochat_2636,2.4,1.8,2.7,2.3000000000000003
kokorochat,kokorochat_2794,2.6,1.4,2.9,2.3000000000000003
kokorochat,kokorochat_2873,2.1,1.2,2.0,1.7666666666666666
kokorochat,kokorochat_2931,3.1,3.6,3.3,3.3333333333333335
kokorochat,kokorochat_2944,3.1,2.2,2.55,2.6166666666666667
kokorochat,kokorochat_2956,2.0,1.8,2.65,2.15
kokorochat,kokorochat_2991,3.05,3.6,3.15,3.266666666666667
kokorochat,kokorochat_2995,3.1,2.9,3.35,3.1166666666666667
kokorochat,kokorochat_3005,2.55,3.1,3.05,2.9
kokorochat,kokorochat_3012,2.8,2.1,3.3,2.733333333333333
kokorochat,kokorochat_3046,2.75,2.7,3.05,2.8333333333333335
kokorochat,kokorochat_3099,3.2,2.9,2.6,2.9
kokorochat,kokorochat_3123,3.4,2.0,2.95,2.7833333333333337
kokorochat,kokorochat_317,3.1,3.2,3.2,3.1666666666666665
kokorochat,kokorochat_3208,2.6,1.8,2.2,2.2
kokorochat,kokorochat_3214,2.0,1.7,2.9,2.1999999999999997
kokorochat,kokorochat_3221,2.8,3.2,3.25,3.0833333333333335
kokorochat,kokorochat_3295,3.05,2.9,3.35,3.0999999999999996
kokorochat,kokorochat_3304,3.15,2.0,3.2,2.7833333333333337
kokorochat,kokorochat_3329,3.0,2.1,3.05,2.7166666666666663
kokorochat,kokorochat_3360,2.65,3.0,3.25,2.966666666666667
kokorochat,kokorochat_3369,2.6,2.5,2.75,2.6166666666666667
kokorochat,kokorochat_3414,2.4,2.1,3.2,2.566666666666667
kokorochat,kokorochat_3424,2.15,1.7,3.0,2.283333333333333
kokorochat,kokorochat_3437,2.65,1.2,2.55,2.1333333333333333
kokorochat,kokorochat_3456,3.2,3.9,3.55,3.5499999999999994
kokorochat,kokorochat_3522,2.6,3.9,3.15,3.216666666666667
kokorochat,kokorochat_3589,2.8,2.6,3.0,2.8000000000000003
kokorochat,kokorochat_3608,2.4,2.0,3.0,2.466666666666667
kokorochat,kokorochat_3615,2.5,2.3,2.8,2.533333333333333
kokorochat,kokorochat_3649,2.95,2.8,2.5,2.75
kokorochat,kokorochat_3686,2.8,1.7,2.75,2.4166666666666665
kokorochat,kokorochat_3733,2.3,2.0,2.55,2.283333333333333
kokorochat,kokorochat_3744,3.15,3.8,3.45,3.4666666666666663
kokorochat,kokorochat_3789,3.5,3.7,3.25,3.483333333333333
kokorochat,kokorochat_3795,3.4,3.6,3.4,3.466666666666667
kokorochat,kokorochat_3796,2.95,2.7,3.3,2.983333333333333
kokorochat,kokorochat_3803,3.3,3.2,3.3,3.266666666666667
kokorochat,kokorochat_3811,2.3,2.0,2.7,2.3333333333333335
kokorochat,kokorochat_3887,3.2,2.7,3.25,3.0500000000000003
kokorochat,kokorochat_3896,3.0,2.3,2.8,2.6999999999999997
kokorochat,kokorochat_3919,2.95,2.9,3.3,3.0499999999999994
kokorochat,kokorochat_3985,2.55,2.2,2.95,2.566666666666667
kokorochat,kokorochat_3993,2.7,2.4,3.1,2.733333333333333
kokorochat,kokorochat_4026,3.0,1.6,2.55,2.3833333333333333
kokorochat,kokorochat_4089,2.95,4.5,3.4,3.6166666666666667
kokorochat,kokorochat_4092,3.5,4.3,3.3,3.6999999999999997
kokorochat,kokorochat_4099,2.6,2.8,2.8,2.733333333333333
kokorochat,kokorochat_4148,3.2,2.7,3.25,3.0500000000000003
kokorochat,kokorochat_4160,3.4,4.5,3.05,3.65
kokorochat,kokorochat_4176,3.2,4.4,3.35,3.6500000000000004
kokorochat,kokorochat_4199,3.2,3.0,3.05,3.0833333333333335
kokorochat,kokorochat_4282,3.0,3.1,3.2,3.1
kokorochat,kokorochat_4367,3.5,4.4,3.8,3.9
kokorochat,kokorochat_4395,2.95,2.6,3.25,2.9333333333333336
kokorochat,kokorochat_4397,2.5,2.4,3.05,2.65
kokorochat,kokorochat_4406,3.45,5.0,2.65,3.6999999999999997
kokorochat,kokorochat_4442,3.15,3.2,3.1,3.15
kokorochat,kokorochat_4473,3.5,3.4,3.45,3.4500000000000006
kokorochat,kokorochat_4482,2.3,2.0,3.1,2.466666666666667
kokorochat,kokorochat_4484,3.0,4.0,3.2,3.4
kokorochat,kokorochat_4486,2.7,2.0,2.8,2.5
kokorochat,kokorochat_4496,3.2,2.4,3.1,2.9
kokorochat,kokorochat_4512,3.25,2.6,3.5,3.1166666666666667
kokorochat,kokorochat_452,3.15,3.1,3.4,3.216666666666667
kokorochat,kokorochat_4527,3.3,3.1,3.2,3.2000000000000006
kokorochat,kokorochat_4532,3.15,2.2,2.8,2.7166666666666663
kokorochat,kokorochat_4567,3.45,3.0,3.2,3.216666666666667
kokorochat,kokorochat_4570,2.0,1.6,2.2,1.9333333333333336
kokorochat,kokorochat_4587,3.1,3.2,3.05,3.116666666666667
kokorochat,kokorochat_4595,3.05,2.3,3.1,2.8166666666666664
kokorochat,kokorochat_4614,3.55,4.5,3.8,3.9500000000000006
kokorochat,kokorochat_4626,3.05,3.3,3.0,3.1166666666666667
kokorochat,kokorochat_4635,2.7,2.1,3.15,2.6500000000000004
kokorochat,kokorochat_4644,2.95,2.2,3.2,2.7833333333333337
kokorochat,kokorochat_4652,3.0,3.2,3.15,3.1166666666666667
kokorochat,kokorochat_4728,2.7,1.6,2.5,2.266666666666667
kokorochat,kokorochat_4766,3.0,3.5,3.35,3.283333333333333
kokorochat,kokorochat_4778,3.3,1.7,3.1,2.6999999999999997
kokorochat,kokorochat_4782,2.3,1.8,2.7,2.2666666666666666
kokorochat,kokorochat_4803,2.4,3.5,2.95,2.9500000000000006
kokorochat,kokorochat_4808,2.1,1.0,2.0,1.7
kokorochat,kokorochat_4838,3.3,4.5,3.25,3.6833333333333336
kokorochat,kokorochat_4841,2.85,3.6,3.1,3.1833333333333336
kokorochat,kokorochat_4848,2.8,2.0,2.95,2.5833333333333335
kokorochat,kokorochat_4915,3.35,4.1,3.75,3.733333333333333
kokorochat,kokorochat_4946,2.1,1.2,1.8,1.7
kokorochat,kokorochat_4977,3.175,2.6,3.25,3.0083333333333333
kokorochat,kokorochat_4984,3.35,2.1,3.2,2.8833333333333333
kokorochat,kokorochat_5052,2.5,1.8,1.9,2.0666666666666664
kokorochat,kokorochat_5067,3.35,3.3,3.45,3.366666666666667
kokorochat,kokorochat_5084,2.9,3.2,3.05,3.0499999999999994
kokorochat,kokorochat_5119,2.1,1.0,2.15,1.75
kokorochat,kokorochat_5184,3.0,3.1,3.65,3.25
kokorochat,kokorochat_5336,2.2,2.3,2.6,2.3666666666666667
kokorochat,kokorochat_5386,2.75,1.0,2.2,1.9833333333333334
kokorochat,kokorochat_5399,3.0,2.2,2.6,2.6
kokorochat,kokorochat_5456,2.2,3.5,2.35,2.6833333333333336
kokorochat,kokorochat_5476,1.8,1.6,2.6,2.0
kokorochat,kokorochat_5492,2.8,3.1,3.2,3.0333333333333337
kokorochat,kokorochat_5494,3.4,2.0,3.4,2.9333333333333336
kokorochat,kokorochat_5521,3.1,2.9,2.7,2.9
kokorochat,kokorochat_5561,3.2,3.0,3.3,3.1666666666666665
kokorochat,kokorochat_5619,2.8,2.6,2.95,2.7833333333333337
kokorochat,kokorochat_5643,3.4,3.5,3.6,3.5
kokorochat,kokorochat_565,2.95,2.3,3.05,2.766666666666667
kokorochat,kokorochat_5655,2.7,2.4,3.2,2.766666666666667
kokorochat,kokorochat_5670,2.75,2.1,2.6,2.483333333333333
kokorochat,kokorochat_5681,3.2,3.1,2.75,3.016666666666667
kokorochat,kokorochat_5687,3.1,3.2,3.35,3.216666666666667
kokorochat,kokorochat_5702,3.2,2.4,3.2,2.9333333333333336
kokorochat,kokorochat_5782,2.7,3.3,3.25,3.0833333333333335
kokorochat,kokorochat_5815,3.65,4.6,3.65,3.966666666666667
kokorochat,kokorochat_584,2.2,1.6,2.5,2.1
kokorochat,kokorochat_5841,2.5,2.3,3.1,2.6333333333333333
kokorochat,kokorochat_5851,2.3,2.4,2.6,2.433333333333333
kokorochat,kokorochat_5906,2.7,2.8,2.95,2.8166666666666664
kokorochat,kokorochat_592,3.35,3.0,3.2,3.1833333333333336
kokorochat,kokorochat_5940,2.8,2.2,3.45,2.8166666666666664
kokorochat,kokorochat_5960,2.8,2.8,3.2,2.9333333333333336
kokorochat,kokorochat_5982,2.7,1.7,3.05,2.4833333333333334
kokorochat,kokorochat_5992,2.9,1.8,2.7,2.466666666666667
kokorochat,kokorochat_6015,3.45,3.5,3.5,3.483333333333333
kokorochat,kokorochat_6025,3.1,2.8,3.2,3.0333333333333337
kokorochat,kokorochat_6118,3.2,4.4,3.85,3.816666666666667
kokorochat,kokorochat_6138,2.6,2.5,2.7,2.6
kokorochat,kokorochat_6192,3.0,1.3,2.55,2.283333333333333
kokorochat,kokorochat_6207,3.1,3.1,2.95,3.0500000000000003
kokorochat,kokorochat_6232,2.95,1.9,2.5,2.4499999999999997
kokorochat,kokorochat_6243,3.1,3.0,3.15,3.0833333333333335
kokorochat,kokorochat_6249,3.15,4.7,3.4,3.75
kokorochat,kokorochat_6250,3.45,3.5,3.6,3.516666666666667
kokorochat,kokorochat_6258,2.9,3.3,3.05,3.0833333333333335
kokorochat,kokorochat_6272,3.45,4.1,3.15,3.5666666666666664
kokorochat,kokorochat_6276,3.2,2.9,3.3,3.133333333333333
kokorochat,kokorochat_6291,2.85,4.5,2.65,3.3333333333333335
kokorochat,kokorochat_6315,3.2,2.4,2.9,2.8333333333333335
kokorochat,kokorochat_6346,2.95,1.6,2.7,2.416666666666667
kokorochat,kokorochat_6368,3.75,4.2,3.65,3.8666666666666667
kokorochat,kokorochat_6380,2.9,2.0,2.5,2.466666666666667
kokorochat,kokorochat_6387,3.5,3.3,3.3,3.3666666666666667
kokorochat,kokorochat_6442,3.05,1.8,3.15,2.6666666666666665
kokorochat,kokorochat_6512,3.15,3.2,3.45,3.266666666666667
kokorochat,kokorochat_6537,2.7,3.7,2.65,3.016666666666667
kokorochat,kokorochat_6551,3.4,3.6,3.8,3.6
kokorochat,kokorochat_6560,3.4,3.8,3.7,3.633333333333333
kokorochat,kokorochat_6577,2.55,2.2,2.8,2.5166666666666666
kokorochat,kokorochat_6586,3.35,4.0,3.5,3.6166666666666667
kokorochat,kokorochat_6623,2.75,2.4,2.8,2.65
kokorochat,kokorochat_6638,3.15,2.2,3.05,2.7999999999999994
kokorochat,kokorochat_664,2.4,1.1,2.2,1.9000000000000001
kokorochat,kokorochat_6645,2.9,2.6,3.25,2.9166666666666665
kokorochat,kokorochat_6663,3.15,3.1,3.25,3.1666666666666665
kokorochat,kokorochat_6719,3.6,5.0,3.45,4.016666666666667
kokorochat,kokorochat_6759,3.3,3.1,3.1,3.1666666666666665
kokorochat,kokorochat_6800,3.0,3.3,2.95,3.0833333333333335
kokorochat,kokorochat_6839,2.75,2.2,3.15,2.6999999999999997
kokorochat,kokorochat_6868,3.0,1.9,3.0,2.6333333333333333
kokorochat,kokorochat_6900,2.9,3.0,3.35,3.0833333333333335
kokorochat,kokorochat_6923,3.55,3.0,3.3,3.283333333333333
kokorochat,kokorochat_6931,3.0,2.5,2.85,2.783333333333333
kokorochat,kokorochat_7026,2.9,1.8,2.65,2.4499999999999997
kokorochat,kokorochat_7030,3.0,4.2,3.15,3.4499999999999997
kokorochat,kokorochat_7095,2.65,2.6,3.05,2.766666666666667
kokorochat,kokorochat_7100,3.35,3.1,3.5,3.3166666666666664
kokorochat,kokorochat_720,3.15,2.4,3.5,3.016666666666667
kokorochat,kokorochat_7231,2.8,1.7,3.0,2.5
psy_insight,psyinsight_000434,3.1,4.6,3.35,3.683333333333333
psy_insight,psyinsight_000438,3.1,5.1,2.15,3.4499999999999997
psy_insight,psyinsight_000439,2.9,4.1,3.2,3.4
psy_insight,psyinsight_000441,1.6,2.0,2.1,1.9000000000000001
psy_insight,psyinsight_000444,4.2,5.5,4.1,4.6
psy_insight,psyinsight_000445,3.7,4.2,3.35,3.75
psy_insight,psyinsight_000449,3.8,4.9,3.6,4.1
psy_insight,psyinsight_000450,3.2,3.7,3.6,3.5
psy_insight,psyinsight_000451,3.7,4.3,3.25,3.75
psy_insight,psyinsight_000453,3.85,5.2,2.55,3.866666666666667
psy_insight,psyinsight_000456,3.0,3.7,3.1,3.266666666666667
psy_insight,psyinsight_000459,3.85,5.5,3.6,4.316666666666666
psy_insight,psyinsight_000462,1.6,1.4,2.5,1.8333333333333333
psy_insight,psyinsight_000463,3.0,4.3,3.0,3.4333333333333336
psy_insight,psyinsight_000467,3.5,3.2,3.45,3.3833333333333333
psy_insight,psyinsight_000470,3.2,3.0,2.95,3.0500000000000003
psy_insight,psyinsight_000471,2.0,3.7,3.2,2.966666666666667
psy_insight,psyinsight_000475,3.4,1.4,3.05,2.6166666666666667
psy_insight,psyinsight_000481,4.9,3.8,4.05,4.25
psy_insight,psyinsight_000483,1.6,3.7,2.3,2.5333333333333337
psy_insight,psyinsight_000484,3.8,5.5,3.45,4.25
psy_insight,psyinsight_000489,2.8,3.4,3.3,3.1666666666666665
psy_insight,psyinsight_000490,3.5,2.6,3.2,3.1
psy_insight,psyinsight_000496,3.6,4.8,3.35,3.9166666666666665
psy_insight,psyinsight_000500,2.8,2.7,3.0,2.8333333333333335
psy_insight,psyinsight_000502,3.3,4.4,3.3,3.6666666666666665
psy_insight,psyinsight_000508,4.8,5.6,4.35,4.916666666666666
psy_insight,psyinsight_000509,4.5,5.6,4.2,4.766666666666667
psy_insight,psyinsight_000512,3.75,5.2,4.15,4.366666666666666
psy_insight,psyinsight_000518,4.1,5.5,3.4,4.333333333333333
psy_insight,psyinsight_000526,2.8,2.9,3.15,2.9499999999999997
psy_insight,psyinsight_000528,3.65,4.4,3.5,3.85
psy_insight,psyinsight_000534,3.8,2.1,3.75,3.216666666666667
psy_insight,psyinsight_000535,3.8,5.6,3.8,4.3999999999999995
psy_insight,psyinsight_000539,3.6,6.0,2.5,4.033333333333333
psy_insight,psyinsight_000540,1.2,1.4,2.65,1.75
psy_insight,psyinsight_000541,3.5,5.4,3.2,4.033333333333334
psy_insight,psyinsight_000542,3.7,2.1,4.3,3.366666666666667
psy_insight,psyinsight_000546,1.6,1.9,2.55,2.0166666666666666
psy_insight,psyinsight_000550,4.9,6.0,4.25,5.05
psy_insight,psyinsight_000551,3.6,3.9,3.1,3.533333333333333
psy_insight,psyinsight_000553,1.7,1.4,2.2,1.7666666666666666
psy_insight,psyinsight_000556,4.7,5.6,3.2,4.5
psy_insight,psyinsight_000557,2.3,1.7,2.9,2.3000000000000003
psy_insight,psyinsight_000558,3.9,5.4,3.7,4.333333333333333
psy_insight,psyinsight_000559,3.9,5.1,3.3,4.1000000000000005
psy_insight,psyinsight_000566,2.5,1.5,2.35,2.1166666666666667
psy_insight,psyinsight_000568,3.25,5.5,3.35,4.033333333333333
psy_insight,psyinsight_000571,3.95,5.3,3.45,4.233333333333333
psy_insight,psyinsight_000573,3.2,4.5,3.55,3.75
psy_insight,psyinsight_000576,3.9,4.4,3.95,4.083333333333333
psy_insight,psyinsight_000577,3.6,4.7,3.2,3.8333333333333335
psy_insight,psyinsight_000579,4.6,5.8,3.65,4.683333333333333
psy_insight,psyinsight_000582,3.2,4.9,3.6,3.9000000000000004
psy_insight,psyinsight_000583,3.5,3.5,3.35,3.4499999999999997
psy_insight,psyinsight_000584,3.3,4.4,3.2,3.6333333333333333
psy_insight,psyinsight_000585,3.6,5.6,3.35,4.183333333333333
psy_insight,psyinsight_000588,2.9,3.9,2.85,3.216666666666667
psy_insight,psyinsight_000589,4.1,5.1,3.85,4.35
psy_insight,psyinsight_000591,3.8,4.8,3.45,4.016666666666667
psy_insight,psyinsight_000594,3.2,5.6,3.45,4.083333333333333
psy_insight,psyinsight_000596,3.2,4.4,3.4,3.6666666666666665
psy_insight,psyinsight_000598,3.2,4.8,3.4,3.8000000000000003
psy_insight,psyinsight_000599,4.0,5.1,3.3,4.133333333333333
psy_insight,psyinsight_000601,3.6,5.2,3.1,3.966666666666667
psy_insight,psyinsight_000602,4.6,5.6,4.15,4.783333333333333
psy_insight,psyinsight_000606,2.7,3.2,3.15,3.016666666666667
psy_insight,psyinsight_000611,3.7,5.6,3.7,4.333333333333333
psy_insight,psyinsight_000614,1.6,1.0,1.4,1.3333333333333333
psy_insight,psyinsight_000615,1.8,1.5,2.1,1.8
psy_insight,psyinsight_000619,4.6,5.8,3.5,4.633333333333333
psy_insight,psyinsight_000620,2.5,2.6,2.65,2.5833333333333335
psy_insight,psyinsight_000622,4.1,5.1,3.5,4.233333333333333
psy_insight,psyinsight_000623,3.0,3.9,3.45,3.4500000000000006
psy_insight,psyinsight_000625,3.0,3.9,2.6,3.1666666666666665
psy_insight,psyinsight_000627,3.0,4.4,3.35,3.5833333333333335
psy_insight,psyinsight_000628,3.6,5.1,3.5,4.066666666666666
psy_insight,psyinsight_000629,3.2,3.5,3.2,3.3000000000000003
psy_insight,psyinsight_000631,3.6,5.0,3.6,4.066666666666666
psy_insight,psyinsight_000632,4.05,6.0,4.5,4.8500000000000005
psy_insight,psyinsight_000633,3.6,4.7,3.7,4.0
psy_insight,psyinsight_000634,4.7,6.0,3.8,4.833333333333333
psy_insight,psyinsight_000637,4.3,5.6,3.75,4.55
psy_insight,psyinsight_000639,2.9,4.7,2.75,3.4499999999999997
psy_insight,psyinsight_000642,2.2,2.7,2.8,2.566666666666667
psy_insight,psyinsight_000650,4.6,5.3,3.65,4.516666666666667
psy_insight,psyinsight_000654,3.3,4.2,2.75,3.4166666666666665
psy_insight,psyinsight_000655,1.4,2.0,2.5,1.9666666666666668
psy_insight,psyinsight_000657,3.85,3.7,3.6,3.716666666666667
psy_insight,psyinsight_000658,2.8,4.5,3.1,3.466666666666667
psy_insight,psyinsight_000659,2.7,3.5,3.0,3.0666666666666664
psy_insight,psyinsight_000661,5.1,5.5,3.8,4.8
psy_insight,psyinsight_000665,3.0,4.5,3.7,3.733333333333333
psy_insight,psyinsight_000667,2.4,1.0,2.5,1.9666666666666668
psy_insight,psyinsight_000669,3.3,4.2,2.95,3.483333333333333
psy_insight,psyinsight_000671,2.4,4.0,3.2,3.2000000000000006
psy_insight,psyinsight_000676,2.4,2.4,2.8,2.533333333333333
psy_insight,psyinsight_000678,1.0,1.0,1.2,1.0666666666666667
psy_insight,psyinsight_000680,1.8,1.1,2.05,1.6500000000000001
psy_insight,psyinsight_000681,1.0,1.0,1.5,1.1666666666666667
psy_insight,psyinsight_000682,2.2,1.5,2.9,2.1999999999999997
psy_insight,psyinsight_000684,4.5,4.7,3.75,4.316666666666666
psy_insight,psyinsight_000691,3.7,1.2,2.75,2.5500000000000003
psy_insight,psyinsight_000694,1.9,1.8,2.2,1.9666666666666668
psy_insight,psyinsight_000696,3.5,3.9,3.15,3.516666666666667
psy_insight,psyinsight_000698,2.8,2.7,3.2,2.9
psy_insight,psyinsight_000699,4.2,4.0,3.4,3.8666666666666667
psy_insight,psyinsight_000705,3.0,4.5,3.45,3.65
psy_insight,psyinsight_000706,3.9,3.0,3.4,3.4333333333333336
psy_insight,psyinsight_000707,1.0,2.3,1.7,1.6666666666666667
psy_insight,psyinsight_000708,1.9,1.7,3.15,2.25
psy_insight,psyinsight_000709,3.4,3.2,3.4,3.3333333333333335
psy_insight,psyinsight_000712,3.0,2.2,3.15,2.783333333333333
psy_insight,psyinsight_000716,3.5,4.8,4.0,4.1000000000000005
psy_insight,psyinsight_000717,1.6,2.1,3.1,2.266666666666667
psy_insight,psyinsight_000718,4.1,5.0,3.65,4.25
psy_insight,psyinsight_000721,3.5,4.9,3.55,3.983333333333333
psy_insight,psyinsight_000723,1.4,1.0,2.6,1.6666666666666667
psy_insight,psyinsight_000724,3.0,5.2,2.8,3.6666666666666665
psy_insight,psyinsight_000727,3.0,1.2,3.25,2.4833333333333334
psy_insight,psyinsight_000731,2.5,3.5,2.9,2.966666666666667
psy_insight,psyinsight_000732,3.3,3.0,3.6,3.3000000000000003
psy_insight,psyinsight_000736,1.7,1.6,1.9,1.7333333333333332
psy_insight,psyinsight_000739,3.0,1.4,3.25,2.5500000000000003
psy_insight,psyinsight_000740,2.1,2.5,2.8,2.4666666666666663
psy_insight,psyinsight_000742,2.8,2.0,3.1,2.6333333333333333
psy_insight,psyinsight_000744,2.3,2.9,3.4,2.8666666666666667
psy_insight,psyinsight_000753,2.7,1.2,2.1,2.0
psy_insight,psyinsight_000756,3.8,5.1,4.0,4.3
psy_insight,psyinsight_000760,1.2,5.4,2.1,2.9000000000000004
psy_insight,psyinsight_000761,3.6,5.3,3.55,4.1499999999999995
psy_insight,psyinsight_000762,2.9,3.5,3.35,3.25
psy_insight,psyinsight_000764,2.9,2.9,3.25,3.016666666666667
psy_insight,psyinsight_000769,3.8,4.4,3.1,3.766666666666666
psy_insight,psyinsight_000770,1.9,1.4,1.8,1.7
psy_insight,psyinsight_000771,4.2,5.9,3.35,4.483333333333333
psy_insight,psyinsight_000772,2.4,2.0,2.3,2.2333333333333334
psy_insight,psyinsight_000777,3.0,2.8,3.2,3.0
psy_insight,psyinsight_000780,3.3,4.2,3.25,3.5833333333333335
psy_insight,psyinsight_000781,4.0,2.9,3.7,3.5333333333333337
psy_insight,psyinsight_000782,2.2,2.9,2.7,2.6
psy_insight,psyinsight_000787,4.15,5.0,3.15,4.1000000000000005
psy_insight,psyinsight_000788,4.6,5.6,3.5,4.566666666666666
psy_insight,psyinsight_000791,3.6,4.3,3.35,3.75
psy_insight,psyinsight_000792,2.4,3.4,2.4,2.733333333333333
psy_insight,psyinsight_000793,1.7,1.6,2.2,1.8333333333333333
