stage,dataset,config,judge,judge_raw,judge_model,interaction_id,file,overall,average,CAC,EPC,AR,TRA,ACQ
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_626,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,2.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_889,PsyDial_S3_gemini_full_judgments.jsonl,2.6,2.6,2.5,4.0,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1725,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,3.5,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2324,PsyDial_S3_gemini_full_judgments.jsonl,3.0,3.0,3.0,4.5,2.5,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_62,PsyDial_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_668,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,2.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1956,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1383,PsyDial_S3_gemini_full_judgments.jsonl,1.9,1.9,2.0,3.0,1.5,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_150,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,2.5,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1303,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,2.0,4.0,1.5,2.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_620,PsyDial_S3_gemini_full_judgments.jsonl,1.3,1.3,1.5,1.5,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_887,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.0,2.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_739,PsyDial_S3_gemini_full_judgments.jsonl,2.7,2.7,3.0,4.0,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2374,PsyDial_S3_gemini_full_judgments.jsonl,1.9,1.9,2.0,3.0,1.5,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2134,PsyDial_S3_gemini_full_judgments.jsonl,1.9,1.9,1.5,3.5,1.5,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2022,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,3.5,2.0,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_486,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.5,2.0,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2346,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.5,1.5,1.5,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_797,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_866,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,3.0,1.0,2.5,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2333,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,1.0,2.0,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1473,PsyDial_S3_gemini_full_judgments.jsonl,2.5,2.5,2.5,3.5,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1099,PsyDial_S3_gemini_full_judgments.jsonl,1.1,1.1,1.0,1.0,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1218,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,2.0,3.5,1.5,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2008,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,4.0,1.5,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_484,PsyDial_S3_gemini_full_judgments.jsonl,1.3,1.3,1.0,2.0,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_457,PsyDial_S3_gemini_full_judgments.jsonl,2.5,2.5,2.5,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2375,PsyDial_S3_gemini_full_judgments.jsonl,1.8,1.8,1.5,3.0,1.0,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_374,PsyDial_S3_gemini_full_judgments.jsonl,1.5,1.5,1.5,2.5,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_481,PsyDial_S3_gemini_full_judgments.jsonl,1.2,1.2,1.0,2.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1240,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2380,PsyDial_S3_gemini_full_judgments.jsonl,3.2,3.2,3.0,4.5,3.0,3.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_119,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,2.0,1.5,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_622,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_106,PsyDial_S3_gemini_full_judgments.jsonl,3.0,3.0,3.5,2.5,4.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1340,PsyDial_S3_gemini_full_judgments.jsonl,2.8,2.8,3.0,4.0,2.5,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_358,PsyDial_S3_gemini_full_judgments.jsonl,2.5,2.5,2.0,4.0,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_144,PsyDial_S3_gemini_full_judgments.jsonl,2.5,2.5,2.0,4.0,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1347,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,3.5,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1558,PsyDial_S3_gemini_full_judgments.jsonl,2.7,2.7,2.5,4.0,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_322,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,1.5,1.5,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1952,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,2.0,1.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1277,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.5,1.5,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2079,PsyDial_S3_gemini_full_judgments.jsonl,1.9,1.9,2.0,1.5,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_29,PsyDial_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_577,PsyDial_S3_gemini_full_judgments.jsonl,1.9,1.9,1.5,3.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1848,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,2.0,4.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_216,PsyDial_S3_gemini_full_judgments.jsonl,1.2,1.2,1.0,1.5,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_770,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,3.5,2.0,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2011,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,4.0,1.5,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_899,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1575,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,1.0,3.0,1.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1355,PsyDial_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2063,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,3.5,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1829,PsyDial_S3_gemini_full_judgments.jsonl,2.7,2.7,2.5,4.0,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2050,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,3.5,1.5,2.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1226,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,1.0,2.0,1.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_278,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,1.5,3.5,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_959,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,2.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1299,PsyDial_S3_gemini_full_judgments.jsonl,2.5,2.5,2.0,4.0,2.0,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1897,PsyDial_S3_gemini_full_judgments.jsonl,3.0,3.0,2.5,4.5,2.5,3.0,2.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1055,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,3.0,2.0,2.5,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_905,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,3.5,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2046,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,2.0,2.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_804,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,3.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1673,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1074,PsyDial_S3_gemini_full_judgments.jsonl,2.6,2.6,2.5,4.0,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1536,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,2.5,1.5,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_299,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,3.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1746,PsyDial_S3_gemini_full_judgments.jsonl,1.8,1.8,2.0,3.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1235,PsyDial_S3_gemini_full_judgments.jsonl,3.0,3.0,2.5,4.5,2.5,3.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1384,PsyDial_S3_gemini_full_judgments.jsonl,1.3,1.3,1.5,1.5,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_344,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,3.0,1.5,2.5,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2116,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,2.0,3.0,2.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2320,PsyDial_S3_gemini_full_judgments.jsonl,2.5,2.5,2.0,3.5,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_751,PsyDial_S3_gemini_full_judgments.jsonl,1.2,1.2,1.0,1.5,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1817,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,2.0,4.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1417,PsyDial_S3_gemini_full_judgments.jsonl,1.8,1.8,2.0,1.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_345,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,3.5,1.5,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_391,PsyDial_S3_gemini_full_judgments.jsonl,2.7,2.7,2.5,4.0,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1884,PsyDial_S3_gemini_full_judgments.jsonl,1.5,1.5,2.0,1.0,1.5,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2096,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,2.0,3.5,2.0,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2381,PsyDial_S3_gemini_full_judgments.jsonl,2.8,2.8,2.5,4.5,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1565,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,2.0,3.5,1.5,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_991,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,2.0,4.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_650,PsyDial_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_130,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1106,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2235,PsyDial_S3_gemini_full_judgments.jsonl,2.2,2.2,2.0,4.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_895,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.0,2.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1521,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,3.5,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_979,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.5,2.0,2.5,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1627,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,2.0,3.0,2.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1791,PsyDial_S3_gemini_full_judgments.jsonl,3.0,3.0,3.0,4.5,2.5,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1841,PsyDial_S3_gemini_full_judgments.jsonl,2.6,2.6,2.0,4.0,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1293,PsyDial_S3_gemini_full_judgments.jsonl,2.8,2.8,2.5,4.0,2.5,3.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1597,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,1.5,2.0,1.5,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1456,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.5,2.0,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1267,PsyDial_S3_gemini_full_judgments.jsonl,3.8,3.8,4.0,5.0,3.5,4.0,2.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2078,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,4.0,1.5,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_640,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,3.5,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_513,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,4.0,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1378,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,2.0,1.0,2.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_343,PsyDial_S3_gemini_full_judgments.jsonl,1.9,1.9,1.5,3.5,1.5,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1204,PsyDial_S3_gemini_full_judgments.jsonl,1.8,1.8,2.0,2.0,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1089,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,1.0,3.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1459,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,1.0,3.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_220,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.0,2.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1986,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,2.0,4.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_825,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,3.5,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_126,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_321,PsyDial_S3_gemini_full_judgments.jsonl,2.8,2.8,2.5,4.0,2.5,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1709,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,3.5,2.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_967,PsyDial_S3_gemini_full_judgments.jsonl,1.1,1.1,1.0,1.0,1.0,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_255,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,3.5,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_493,PsyDial_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1990,PsyDial_S3_gemini_full_judgments.jsonl,1.6,1.6,1.5,2.0,1.0,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1959,PsyDial_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_953,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.0,2.0,1.5,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_523,PsyDial_S3_gemini_full_judgments.jsonl,2.6,2.6,2.0,4.0,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2230,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,2.0,2.0,2.5,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1070,PsyDial_S3_gemini_full_judgments.jsonl,2.8,2.8,2.5,4.5,2.0,3.0,2.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_589,PsyDial_S3_gemini_full_judgments.jsonl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1195,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,3.5,1.5,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_114,PsyDial_S3_gemini_full_judgments.jsonl,1.4,1.4,1.0,2.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2109,PsyDial_S3_gemini_full_judgments.jsonl,2.7,2.7,2.0,4.5,3.0,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_894,PsyDial_S3_gemini_full_judgments.jsonl,2.0,2.0,2.0,4.0,1.0,2.0,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_320,PsyDial_S3_gemini_full_judgments.jsonl,2.4,2.4,2.0,3.5,2.0,3.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1171,PsyDial_S3_gemini_full_judgments.jsonl,2.1,2.1,2.0,3.0,1.5,2.5,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_2196,PsyDial_S3_gemini_full_judgments.jsonl,2.3,2.3,2.0,4.0,2.0,2.0,1.5
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_1917,PsyDial_S3_gemini_full_judgments.jsonl,1.7,1.7,1.5,3.0,1.5,1.5,1.0
full,psydial,S3,gemini,gemini,openai/ag/gemini-3.1-pro-low,psydial_661,PsyDial_S3_gemini_full_judgments.jsonl,3.0,3.0,3.5,1.5,4.0,4.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1657,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.5,3.0,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_511,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.45,2.45,2.75,2.5,2.25,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1580,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,3.75,3.5,3.75,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_369,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,3.0,3.25,2.75,3.25,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_125,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,3.75,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1728,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.5,3.0,2.25,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2017,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.5,3.25,2.5,2.75,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_470,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.35,2.35,2.0,2.5,2.25,2.75,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_794,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.25,3.5,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2167,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.35,2.35,2.5,2.5,2.0,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1496,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1134,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.4,2.4,2.25,2.5,2.5,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_553,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,3.25,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1076,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.5,3.0,2.5,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1411,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,3.0,2.0,2.25,2.25
